address,time_unix,time,dne,srl,srrn,eda
RP01025,1712008249,2024-04-01 21:50:49.279+00,11,442267,0,\N
RP01025,1712008309,2024-04-01 21:51:49.281+00,11,442633,0,\N
RP01025,1712008369,2024-04-01 21:52:49.283+00,9,441412,0,\N
RP01025,1712008429,2024-04-01 21:53:49.284+00,9,441168,0,\N
RP01025,1712008489,2024-04-01 21:54:49.286+00,9,440802,0,\N
RP01025,1712008549,2024-04-01 21:55:49.288+00,10,440924,0,\N
RP01025,1712008609,2024-04-01 21:56:49.29+00,9,440680,0,\N
RP01025,1712008669,2024-04-01 21:57:49.292+00,10,440680,0,\N
RP01025,1712008729,2024-04-01 21:58:49.294+00,11,440314,0,\N
RP01025,1712008789,2024-04-01 21:59:49.295+00,10,440070,0,\N
RP01025,1712008849,2024-04-01 22:00:49.297+00,12,442877,0,\N
RP01025,1712008909,2024-04-01 22:01:49.299+00,11,443732,0,\N
RP01025,1712008969,2024-04-01 22:02:49.301+00,19,421026,1,\N
RP01025,1712009029,2024-04-01 22:03:49.303+00,14,422491,0,\N
RP01025,1712009089,2024-04-01 22:04:49.304+00,12,423712,0,\N
RP01025,1712009149,2024-04-01 22:05:49.306+00,12,425055,0,\N
RP01025,1712009209,2024-04-01 22:06:49.308+00,12,425909,0,\N
RP01025,1712009269,2024-04-01 22:07:49.31+00,12,426398,0,\N
RP01025,1712009329,2024-04-01 22:08:49.312+00,12,427618,0,\N
RP01025,1712009389,2024-04-01 22:09:49.314+00,12,428595,0,\N
RP01025,1712009449,2024-04-01 22:10:49.315+00,11,428961,0,\N
RP01025,1712009509,2024-04-01 22:11:49.317+00,11,429694,0,\N
RP01025,1712009569,2024-04-01 22:12:49.319+00,11,429571,0,\N
RP01025,1712009629,2024-04-01 22:13:49.321+00,11,429327,0,\N
RP01025,1712009689,2024-04-01 22:14:49.323+00,9,428961,0,\N
RP01025,1712009749,2024-04-01 22:15:49.325+00,9,428351,0,\N
RP01025,1712009809,2024-04-01 22:16:49.326+00,10,428107,0,\N
RP01025,1712009869,2024-04-01 22:17:49.328+00,11,426886,0,\N
RP01025,1712009929,2024-04-01 22:18:49.33+00,9,424322,0,\N
RP01025,1712009989,2024-04-01 22:19:49.332+00,9,423712,0,\N
RP01025,1712010049,2024-04-01 22:20:49.334+00,9,422858,0,\N
RP01025,1712010109,2024-04-01 22:21:49.336+00,9,422491,0,\N
RP01025,1712010169,2024-04-01 22:22:49.337+00,10,423590,0,\N
RP01025,1712010229,2024-04-01 22:23:49.339+00,12,424933,0,\N
RP01025,1712010289,2024-04-01 22:24:49.341+00,12,425543,0,\N
RP01025,1712010349,2024-04-01 22:25:49.343+00,11,424811,0,\N
RP01025,1712010409,2024-04-01 22:26:49.345+00,11,424933,0,\N
RP01025,1712010469,2024-04-01 22:27:49.347+00,10,424322,0,\N
RP01025,1712010529,2024-04-01 22:28:49.348+00,11,423468,0,\N
RP01025,1712010589,2024-04-01 22:29:49.35+00,11,420172,0,\N
RP01025,1712010649,2024-04-01 22:30:49.352+00,11,421393,0,\N
RP01025,1712010709,2024-04-01 22:31:49.354+00,11,422003,0,\N
RP01025,1712010769,2024-04-01 22:32:49.356+00,11,422735,0,\N
RP01025,1712010829,2024-04-01 22:33:49.358+00,10,422858,0,\N
RP01025,1712010889,2024-04-01 22:34:49.359+00,9,422125,0,\N
RP01025,1712010949,2024-04-01 22:35:49.361+00,10,422125,0,\N
RP01025,1712011009,2024-04-01 22:36:49.363+00,10,422369,0,\N
RP01025,1712011069,2024-04-01 22:37:49.365+00,10,422003,0,\N
RP01025,1712011129,2024-04-01 22:38:49.367+00,9,421515,0,\N
RP01025,1712011189,2024-04-01 22:39:49.369+00,10,421515,0,\N
RP01025,1712011249,2024-04-01 22:40:49.37+00,10,421759,0,\N
RP01025,1712011309,2024-04-01 22:41:49.372+00,11,422125,0,\N
RP01025,1712011369,2024-04-01 22:42:49.374+00,10,422003,0,\N
RP01025,1712011429,2024-04-01 22:43:49.376+00,11,422125,0,\N
RP01025,1712011489,2024-04-01 22:44:49.378+00,15,428717,0,\N
RP01025,1712011549,2024-04-01 22:45:49.38+00,9,422858,0,\N
RP01025,1712011609,2024-04-01 22:46:49.381+00,6,416632,0,\N
RP01025,1712011669,2024-04-01 22:47:49.383+00,7,411017,0,\N
RP01025,1712011729,2024-04-01 22:48:49.385+00,10,413214,0,\N
RP01025,1712011789,2024-04-01 22:49:49.387+00,9,413092,0,\N
RP01025,1712011849,2024-04-01 22:50:49.389+00,10,412726,0,\N
RP01025,1712011909,2024-04-01 22:51:49.391+00,10,412359,0,\N
RP01025,1712011969,2024-04-01 22:52:49.392+00,10,411505,0,\N
RP01025,1712012029,2024-04-01 22:53:49.394+00,9,410772,0,\N
RP01025,1712012089,2024-04-01 22:54:49.396+00,9,410772,0,\N
RP01025,1712012149,2024-04-01 22:55:49.398+00,11,411627,0,\N
RP01025,1712012209,2024-04-01 22:56:49.4+00,10,410894,0,\N
RP01025,1712012269,2024-04-01 22:57:49.402+00,11,411993,0,\N
RP01025,1712012329,2024-04-01 22:58:49.403+00,13,411017,1,\N
RP01025,1712012389,2024-04-01 22:59:49.405+00,11,404303,0,\N
RP01025,1712012449,2024-04-01 23:00:49.407+00,9,400762,0,\N
RP01025,1712012509,2024-04-01 23:01:49.409+00,11,389166,1,\N
RP01025,1712012569,2024-04-01 23:02:49.411+00,12,382818,0,\N
RP01025,1712012629,2024-04-01 23:03:49.413+00,12,381841,0,\N
RP01025,1712012689,2024-04-01 23:04:49.414+00,12,379400,0,\N
RP01025,1712012749,2024-04-01 23:05:49.416+00,12,374639,0,\N
RP01025,1712012809,2024-04-01 23:06:49.418+00,12,370855,0,\N
RP01025,1712012869,2024-04-01 23:07:49.42+00,12,369146,0,\N
RP01025,1712012929,2024-04-01 23:08:49.422+00,13,362188,0,\N
RP01025,1712012989,2024-04-01 23:09:49.424+00,15,358770,0,\N
RP01025,1712013049,2024-04-01 23:10:49.425+00,15,354375,0,\N
RP01025,1712013109,2024-04-01 23:11:49.427+00,16,348516,0,\N
RP01025,1712013169,2024-04-01 23:12:49.429+00,19,347783,0,\N
RP01025,1712013229,2024-04-01 23:13:49.431+00,20,341924,0,\N
RP01025,1712013289,2024-04-01 23:14:49.433+00,19,339971,0,\N
RP01025,1712013349,2024-04-01 23:15:49.435+00,21,337285,0,\N
RP01025,1712013409,2024-04-01 23:16:49.436+00,25,327397,2,\N
RP01025,1712013469,2024-04-01 23:17:49.438+00,27,324956,0,\N
RP01025,1712013529,2024-04-01 23:18:49.44+00,23,327031,0,\N
RP01025,1712013589,2024-04-01 23:19:49.442+00,27,324101,1,\N
RP01025,1712013649,2024-04-01 23:20:49.444+00,30,317998,2,\N
RP01025,1712013709,2024-04-01 23:21:49.445+00,37,317753,2,\N
RP01025,1712013769,2024-04-01 23:22:49.447+00,32,315556,1,\N
RP01025,1712013829,2024-04-01 23:23:49.449+00,41,311039,3,\N
RP01025,1712013889,2024-04-01 23:24:49.451+00,33,311284,0,\N
RP01025,1712013949,2024-04-01 23:25:49.453+00,33,304936,3,\N
RP01025,1712014009,2024-04-01 23:26:49.455+00,36,307743,1,\N
RP01025,1712014069,2024-04-01 23:27:49.456+00,46,294560,5,\N
RP01025,1712014129,2024-04-01 23:28:49.458+00,55,301029,3,\N
RP01025,1712014189,2024-04-01 23:29:49.46+00,40,303227,1,\N
RP01025,1712014249,2024-04-01 23:30:49.462+00,33,299565,1,\N
RP01025,1712014309,2024-04-01 23:31:49.464+00,37,298222,2,\N
RP01025,1712014369,2024-04-01 23:32:49.466+00,38,299931,2,\N
RP01025,1712014429,2024-04-01 23:33:49.467+00,35,298100,1,\N
RP01025,1712014489,2024-04-01 23:34:49.469+00,32,291508,3,\N
RP01025,1712014549,2024-04-01 23:35:49.471+00,34,291752,1,\N
RP01025,1712014609,2024-04-01 23:36:49.473+00,35,292240,1,\N
RP01025,1712014669,2024-04-01 23:37:49.475+00,33,294560,1,\N
RP01025,1712014729,2024-04-01 23:38:49.477+00,35,297734,2,\N
RP01025,1712014789,2024-04-01 23:39:49.478+00,39,297734,2,\N
RP01025,1712014849,2024-04-01 23:40:49.48+00,37,295536,3,\N
RP01025,1712014909,2024-04-01 23:41:49.482+00,36,295780,1,\N
RP01025,1712014969,2024-04-01 23:42:49.484+00,35,297611,1,\N
RP01025,1712015029,2024-04-01 23:43:49.486+00,31,294926,1,\N
RP01025,1712015089,2024-04-01 23:44:49.488+00,40,295658,2,\N
RP01025,1712015149,2024-04-01 23:45:49.489+00,43,293217,3,\N
RP01025,1712015209,2024-04-01 23:46:49.491+00,38,291874,1,\N
RP01025,1712015269,2024-04-01 23:47:49.493+00,34,290165,2,\N
RP01025,1712015329,2024-04-01 23:48:49.495+00,44,285404,5,\N
RP01025,1712015389,2024-04-01 23:49:49.497+00,42,288090,1,\N
RP01025,1712015449,2024-04-01 23:50:49.499+00,35,292973,1,\N
RP01025,1712015510,2024-04-01 23:51:49.5+00,28,298100,0,\N
RP01025,1712015570,2024-04-01 23:52:49.502+00,26,297978,0,\N
RP01025,1712015630,2024-04-01 23:53:49.504+00,36,319096,0,\N
RP01025,1712015690,2024-04-01 23:54:49.506+00,30,321904,0,\N
RP01025,1712015750,2024-04-01 23:55:49.508+00,24,326787,0,\N
RP01025,1712015810,2024-04-01 23:56:49.51+00,24,334599,0,\N
RP01025,1712015870,2024-04-01 23:57:49.511+00,23,339238,0,\N
RP01025,1712015930,2024-04-01 23:58:49.513+00,22,343755,0,\N
RP01025,1712015990,2024-04-01 23:59:49.515+00,20,346562,0,\N
